Updated.gene.symbol	logFC	P.Value
SRM	-0.616	0.0138
SRMS	-0.00283	0.468
SRP14	0.215	0.00157
SRP19	-0.058	0.548
SRP54	-0.592	1.09e-06
SRP68	0.0181	0.778
SRP72	-0.135	0.141
SRP9	-0.039	0.516
SRPK1	-0.273	0.133
SRPK2	-0.809	3.91e-07
SRPK3	1.02	0.0415
SRPRA	-0.0544	0.747
SRPRB	-0.279	0.0764
SRPX	1.82	6.52e-06
SRPX2	-1.37	0.000453
SRR	0.12	0.503
SRRD	-0.841	4.87e-06
SRRM1	-0.0901	0.452
SRRM2	0.00472	0.982
SRRM3	-0.044	0.735
SRRM4	0	1
SRRT	-0.146	0.153
SRSF1	-0.138	0.22
SRSF10	-0.165	0.0816
SRSF11	-0.0108	0.921
SRSF12	0.00801	0.321
SRSF2	-0.132	0.253
SRSF3	0.116	0.308
SRSF4	0.0459	0.601
SRSF5	0.581	8.26e-05
SRSF6	0.225	0.126
SRSF7	0.37	0.0145
SRSF8	0.796	2.09e-07
SRSF9	-0.144	0.175
SRXN1	-0.485	0.042
SRY	0	1
SS18	-0.442	0.00985
SS18L1	0.0302	0.815
SS18L2	0.314	0.0108
SSB	-0.146	0.18
SSBP1	0.0914	0.391
SSBP2	2.01	7.09e-11
SSBP3	0.238	0.33
SSBP4	0.0316	0.727
SSC4D	-0.0224	0.491
SSC5D	0.0552	0.373
SSFA2	-0.703	0.000994
SSH1	-0.0246	0.395
SSH2	-0.101	0.168
SSH3	0.184	0.283
SSMEM1	0.000426	0.844
SSNA1	-0.311	0.0791
SSPN	0.857	0.0188
SSPO	0.0806	0.0851
SSR1	-0.506	8.14e-05
SSR2	-0.265	0.0647
SSR3	-1.16	3.17e-12
SSR4	0.0932	0.6
SSRP1	-0.62	0.000458
SSSCA1	-0.881	0.000423
SST	-0.496	0.243
SSTR1	0.0559	0.188
SSTR2	-0.000194	0.929
SSTR3	0	1
SSTR4	0	1
SSTR5	0.0498	0.0291
SSU72	-0.048	0.658
SSU72P8	0.00504	0.773
SSUH2	0.0568	0.0692
SSX1	-0.00032	0.997
SSX2IP	-0.514	0.0521
SSX3	0.00118	0.63
SSX5	-0.0107	0.217
ST13	0.0953	0.347
ST14	0.409	0.0424
ST18	-0.0381	0.428
ST20	-0.301	0.0131
ST20-AS1	-0.0395	0.648
ST3GAL1	0.147	0.604
ST3GAL2	-0.334	0.000937
ST3GAL3	0.00749	0.81
ST3GAL4	0.466	0.0351
ST3GAL5	-0.482	0.0384
ST3GAL6	-0.201	0.408
ST5	-0.464	0.00222
ST6GAL1	0.316	0.364
ST6GAL2	-0.0354	0.3
ST6GALNAC1	3	1.87e-06
ST6GALNAC2	-0.73	0.00991
ST6GALNAC3	1.17	6.92e-06
ST6GALNAC4	-0.0205	0.929
ST6GALNAC5	-1.23	0.0013
ST6GALNAC6	0.503	0.000178
ST7	-0.0889	0.277
ST7-AS1	-0.00675	0.799
ST7-AS2	-0.0173	0.201
ST7-OT4	0	1
ST7L	0.0748	0.429
ST8SIA1	-0.535	0.168
ST8SIA2	-0.0377	0.233
ST8SIA3	0	1
ST8SIA4	-0.233	0.299
ST8SIA5	0.013	0.359
ST8SIA6-AS1	0.0552	0.124
STAB1	0.443	0.059
STAB2	0.0554	0.155
STAC	-0.359	0.148
STAC2	0.047	0.285
STAC3	1.75	0.00224
STAG1	-0.0149	0.921
STAG2	-0.115	0.317
STAG3	-0.488	0.111
STAG3L4	-0.105	0.575
STAM	-0.0988	0.394
STAM2	-0.236	0.0415
STAMBP	-0.35	0.0273
STAMBPL1	-0.504	0.049
STAP1	-0.0231	0.925
STAP2	0.585	0.0161
STAR	0.00433	0.969
STARD10	-0.351	0.121
STARD13	-0.0871	0.708
STARD3	-0.417	0.000896
STARD3NL	-0.846	8.44e-06
STARD5	0.187	0.599
STARD6	0.00346	0.292
STARD7	-0.0787	0.525
STARD8	0.566	0.00107
STARD9	0.136	0.194
STAT1	-2.15	1.91e-08
STAT2	-0.512	2.28e-05
STAT3	-0.0381	0.828
STAT4	-0.895	0.0862
STAT5A	0.927	0.00379
STAT5B	0.311	0.021
STAT6	0.223	0.112
STATH	2.2	0.0294
STAU1	-0.107	0.114
STAU2	0.851	9.17e-06
STAU2-AS1	0	1
STBD1	1.44	0.000305
STC1	-0.899	0.0577
STC2	-1.84	2.56e-05
STEAP1	-0.802	0.00757
STEAP2	-0.0268	0.93
STEAP3	-0.785	0.0011
STEAP4	2.17	4.36e-05
STGC3	-0.0741	0.338
STH	0.00583	0.384
STIL	-2	1.34e-10
STIM1	0.486	0.000293
STIM2	-0.516	0.000564
STIP1	-1.09	0.000172
STK10	-0.567	0.00937
STK11	-0.0461	0.368
STK11IP	-0.192	0.121
STK16	-0.349	0.0344
STK17A	-1.31	6.29e-07
STK17B	-1.12	0.00679
STK19	-0.0811	0.764
STK24	0.26	0.0131
STK25	-0.295	0.139
STK26	0.159	0.555
STK3	-1.13	1.85e-07
STK31	-0.477	0.0797
STK32A	-0.000597	0.786
STK32B	0.0556	0.179
STK32C	-0.0307	0.442
STK33	-0.000105	0.961
STK35	-0.106	0.348
STK36	-0.149	0.135
STK38	-0.0482	0.714
STK38L	-0.0338	0.814
STK39	1.36	7.6e-08
STK4	-0.208	0.101
STK40	0.471	0.000312
STKLD1	0	1
STMN1	-1.04	8.06e-07
STMN2	0.388	0.231
STMN3	0.0798	0.322
STMN4	0	1
STOM	0.265	0.092
STOML1	-0.182	0.255
STOML2	-0.0651	0.66
STOML3	0.00026	0.903
STON1	0.181	0.411
STON2	-0.863	0.000921
TRIM36	0.0551	0.247
STOX2	1.14	8.84e-05
STPG1	-0.945	0.00349
STPG2	0.00108	0.651
STPG3	-0.0666	0.152
STRA13	-0.187	0.215
STRA6	-0.338	0.0291
STRADA	-0.141	0.213
STRAP	-0.307	0.00999
STRBP	0.41	0.0552
STRIP1	-0.078	0.597
STRIP2	-1.11	0.0398
STRN	0.144	0.449
STRN3	-0.417	0.000954
STRN4	-0.0505	0.788
STS	0.0333	0.456
STT3A	-0.386	0.31
STUB1	-0.0164	0.893
STUM	0	1
STX10	-0.588	0.0167
STX11	-0.267	0.209
STX12	0.663	1.11e-07
STX16	-0.317	0.00141
STX17	0.0791	0.582
STX17-AS1	-0.204	0.0248
STX18	-0.284	0.0386
STX19	2.39	4.04e-07
STX1A	-0.195	0.0102
STX2	-0.644	2.98e-06
STX3	-0.601	0.00159
STX4	-0.645	9.95e-05
STX5	-0.511	0.0148
STX6	-0.853	4.6e-07
STX7	0.32	0.0122
STX8	0.224	0.169
STXBP1	0.015	0.945
STXBP2	-0.449	0.1
STXBP3	0.3	0.00799
STXBP4	-0.136	0.0629
STXBP5	0.286	0.102
STXBP5-AS1	-0.00641	0.873
STXBP5L	-0.00331	0.41
STXBP6	0.89	2.51e-07
STYK1	0.529	0.0707
STYX	-0.273	0.0377
STYXL1	-0.396	0.0169
SUB1	-0.16	0.163
SUCLA2	0.207	0.229
SUCLG1	0.542	2.65e-06
SUCLG2	0.879	3.32e-12
SUCNR1	-1.3	0.00219
SUCO	0.441	0.015
SUDS3	0.101	0.577
SUFU	0.00428	0.469
SUGCT	-3.42	1.94e-12
SUGP1	-0.166	0.19
SUGP2	-0.124	0.235
SUGT1	-0.0919	0.372
SUGT1P3	0.0136	0.328
SULF1	-3.2	8.89e-12
SULF2	-1.49	1.02e-08
SULT1A1	0.699	0.00747
SULT1A2	-0.0748	0.141
SULT1B1	0.518	0.108
SULT1C2	-0.0881	0.17
SULT1C4	0.00964	0.512
SULT1E1	-2.04	4.05e-05
SULT2A1	0	1
SULT2B1	3.18	2.51e-07
SULT4A1	0	1
SUMF1	0.379	0.0269
SUMF2	-0.488	0.0345
SUMO1	0.0132	0.921
SUMO3	-0.569	3.35e-06
SUMO4	-0.362	0.0165
SUN1	0.23	0.145
SUN2	0.521	0.000646
SUN3	-0.394	0.0166
SUN5	0	1
SUOX	0.698	0.000103
SUPT16H	-1.05	0.000849
SUPT20H	-0.131	0.293
SUPT3H	-0.899	0.000108
SUPT4H1	-0.0944	0.41
SUPT5H	-0.186	0.0389
SUPT6H	-0.0872	0.439
SUPT7L	-0.23	0.00292
SUPV3L1	-0.423	0.0111
SURF1	0.11	0.523
SURF2	-0.382	0.132
SURF4	-0.876	8.36e-06
SURF6	-0.536	0.0108
SUSD1	-0.687	0.00866
SUSD2	0.114	0.548
SUSD3	0.0797	0.651
SUSD4	3.51	1.67e-11
SUSD5	1.74	1.57e-05
SUSD6	-0.397	0.00173
SUV39H1	-0.448	0.0334
SUV39H2	-0.414	0.0218
SUZ12	-0.27	0.00948
SV2A	0.162	0.197
SVBP	-0.365	0.0138
SVEP1	0.000115	0.957
SVIL	0.77	5.96e-05
SVIP	2.49	8.41e-10
SVOP	-0.00148	0.565
SVOPL	-0.0182	0.941
SWAP70	-0.0724	0.547
SWI5	-0.439	0.0343
SWSAP1	-0.395	0.00729
SWT1	0.131	0.293
SYAP1	-0.236	0.0955
SYBU	2.9	9.4e-08
SYCE1	0	1
SYCE1L	0.104	0.0377
SYCE2	-0.158	0.184
SYCE3	0.0282	0.795
SYCN	0.00221	0.477
SYCP1	0	1
SYCP2	-0.725	0.089
SYCP2L	-0.000328	0.878
SYCP3	0.16	0.00628
SYDE1	-0.138	0.038
SYF2	0.395	1.22e-05
SYK	-0.206	0.418
SYMPK	-0.298	0.000903
SYN1	0	1
SYN2	2.87e-05	0.989
SYN3	0	1
SYNC	-0.194	0.605
SYNCRIP	-0.714	0.000669
SYNDIG1	-0.969	0.00135
SYNDIG1L	0.031	0.29
SYNE1	0.38	0.00228
SYNE2	0.155	0.18
SYNE3	5.65e-06	0.998
SYNE4	0.0152	0.897
SYNGAP1	0.00904	0.453
SYNGR1	0.923	1.52e-10
SYNGR2	-0.364	0.29
SYNGR3	-0.43	0.166
SYNGR4	-0.0229	0.311
SYNJ1	0.137	0.0306
SYNJ2	-0.128	0.32
SYNJ2BP	0.0623	0.558
SYNM	2.11	8.83e-05
SYNPO2	2.18	4.21e-10
SYNPO2L	2.3	0.001
SYNPR	0	1
SYNRG	-0.234	0.127
SYP	-0.00392	0.428
SYPL1	0.187	0.224
SYPL2	1.46	0.00151
SYS1	-0.17	0.175
SYT1	-0.362	0.0203
SYT11	-0.096	0.621
SYT12	-0.44	0.0135
SYT13	-0.0273	0.25
SYT14	0.008	0.361
SYT15	-0.0515	0.193
SYT16	0	1
SYT17	-0.235	0.161
SYT4	0.00495	0.439
SYT5	0.00167	0.652
SYT6	-4.86e-05	0.982
SYT7	-0.00015	0.944
SYT8	0.278	0.121
SYT9	0	1
SYTL1	1.31	0.000468
SYTL2	0.101	0.63
SYTL3	0.0208	0.929
SYTL4	2.61	8.89e-09
SYTL5	-0.0874	0.258
SYVN1	-0.0823	0.528
SZRD1	-0.383	0.0103
SZT2	-0.0361	0.743
T	0.0119	0.748
TAAR1	0	1
TAAR2	0	1
TAAR5	0	1
TAAR8	0.0161	0.177
TAAR9	0	1
TAB1	4.4e-05	0.984
TAB2	-0.412	0.0017
TAB3	0.331	0.0204
TAC1	1.33	0.0166
TAC3	0.0194	0.812
TAC4	-0.00254	0.925
TACC1	1.01	4.67e-06
TACC2	0.659	0.000297
TACC3	-1.14	1.07e-08
TACO1	-0.474	0.00456
TACR1	0	1
TACR2	-0.00241	0.448
TACR3	-0.000258	0.904
TACSTD2	0.305	3.08e-05
TADA1	0.709	8.82e-05
TADA2A	-0.213	0.208
TADA2B	0.466	0.00106
TADA3	0.0147	0.856
TAF1	0.104	0.424
TAF10	0.00398	0.979
TAF11	-0.537	5.93e-06
TAF12	-0.336	0.0305
TAF13	-0.79	0.0276
TAF15	-0.143	0.484
TAF1A	-1.31	0.000183
TAF1B	-0.423	0.0628
TAF1C	-0.000625	0.991
TAF1D	-0.0356	0.844
TAF1L	-0.0437	0.272
TAF2	-0.771	7.72e-08
TAF3	-0.114	0.588
TAF4	-0.0213	0.768
TAF4B	-0.141	0.573
TAF5	-0.234	0.238
TAF5L	-0.402	0.00571
TAF6	-0.791	2.78e-06
TAF6L	-0.0881	0.034
TAF7	0.0949	0.389
TAF7L	0	1
TAF8	-0.272	0.0113
TAF9	-0.0649	0.539
TAF9B	0.382	0.0863
TAGAP	-0.00225	0.993
TAGLN	-0.446	0.271
TAGLN2	-1.09	0.000796
TAGLN3	-0.729	0.001
TAL1	0.0393	0.0142
TAL2	0.00085	0.711
TALDO1	0.349	0.0259
TAMM41	0.475	0.000668
TANC1	0.324	0.0225
TANC2	-1.33	3.26e-08
TANGO2	-0.247	0.072
TANGO6	-0.293	0.00198
TANK	-0.153	0.182
TAOK1	-0.724	0.0415
TAOK2	-0.0599	0.166
TAOK3	-0.00551	0.946
TAP1	-1.45	5.19e-06
TAP2	-0.58	0.00204
TAPBP	-0.527	0.00155
TAPBPL	-0.683	0.0219
TAPT1	0.834	7.47e-09
TARBP1	0.018	0.915
TARBP2	-0.375	0.00198
TARDBPP1	0.000178	0.934
TARS	-0.107	0.508
TARS2	-0.273	0.0141
TARSL2	0.034	0.556
TAS1R1	-3.58e-05	0.987
TAS1R2	0	1
TAS2R1	0	1
TAS2R10	-0.0998	0.248
TAS2R13	0	1
TAS2R14	0	1
TAS2R16	0	1
TAS2R3	-0.000254	0.906
TAS2R38	-0.00119	0.625
TAS2R39	0	1
TAS2R4	0	1
TAS2R40	0	1
TAS2R41	0	1
TAS2R5	-0.0212	0.361
TAS2R50	0	1
TAS2R7	0	1
TAS2R8	0	1
TAS2R9	0.000589	0.79
TASP1	-0.294	0.047
TAT	-0.0185	0.63
TATDN1P1	-0.171	0.284
TATDN2	0.0553	0.245
TATDN3	0.146	0.164
TAX1BP1	0.226	0.0457
TAX1BP3	-0.346	0.00357
TAZ	0.0334	0.715
SNX16	0.0057	0.532
TBC1D1	0.000475	0.995
TBC1D10A	-0.0275	0.847
TBC1D10B	-0.428	0.000104
TBC1D10C	0.464	0.313
TBC1D12	0.315	0.015
TBC1D13	-0.0775	0.34
TBC1D14	0.356	0.00216
TBC1D15	0.0429	0.658
TBC1D16	-0.00719	0.573
TBC1D17	0.286	0.0837
TBC1D19	-0.345	0.0716
TBC1D2	-0.608	0.00365
TBC1D20	0.115	0.175
TBC1D21	0.00122	0.908
TBC1D22A	-0.0697	0.377
TBC1D22A-AS1	0.0242	0.451
TBC1D22B	-0.113	0.0431
TBC1D24	-0.177	0.0723
TBC1D25	-0.0111	0.373
TBC1D26	0.0535	0.154
TBC1D29	-0.00976	0.301
TBC1D2B	0.246	0.137
TBC1D30	-0.0655	0.428
TBC1D31	-1.19	1.98e-05
NPVF	-0.894	0.000543
TBC1D4	0.587	0.00613
TBC1D5	0.196	0.183
TBC1D7	-0.621	4.33e-05
TBC1D8	0.773	0.000483
TBC1D8B	-1.15	0.000115
TBC1D9	-0.0986	0.521
TBC1D9B	0.242	0.00323
TBCB	-0.388	0.00575
TBCC	-0.217	0.017
TBCCD1	-1.16	4.37e-08
TBCD	0.0319	0.516
TBCE	-0.396	0.0075
TBCK	0.278	0.081
TBK1	-0.113	0.246
TBKBP1	0.0948	0.144
TBL1X	0.564	0.00852
TBL1XR1	-0.951	1.09e-05
TBL1Y	0	1
TBL2	-0.219	0.0385
TBL3	0.00507	0.978
TBP	-0.206	0.0606
TBPL1	-0.542	0.000171
TBR1	0	1
TBRG1	0.0276	0.808
TBRG4	-1.39	7.36e-06
TBX1	0.054	0.31
TBX10	-0.0258	0.18
TBX15	0.832	0.0309
TBX18	-0.164	0.0881
TBX19	-0.0689	0.218
TBX2	0.104	0.428
TBX20	0.000192	0.928
TBX21	-0.0582	0.447
TBX22	0	1
TBX3	0.553	0.0278
TBX4	-0.0242	0.171
TBX5	-0.0142	0.466
TBX6	0.00063	0.776
TBXA2R	-0.0062	0.319
TBXAS1	-0.0712	0.791
TC2N	1.63	3.1e-05
TCAIM	0.772	4.97e-05
TCAM1P	-0.446	0.144
TCAP	2.97	0.000216
TCEA2	0.0902	0.0138
TCEA3	2.63	1.1e-06
TCEAL1	0.571	0.00388
TCEAL2	3.46	7.65e-15
TCEAL3	-0.0804	0.763
TCEAL4	0.0458	0.713
TCEAL7	0.812	0.108
TCEAL8	0.261	0.249
TCEAL9	-0.775	3.33e-06
TCEANC2	-0.111	0.0685
TCEB1P3	-0.011	0.581
TCEB2	-0.203	0.0221
TCEB3	-0.366	0.0105
TCEB3B	0.0386	0.109
TCERG1	-0.0767	0.564
TCERG1L	-0.243	0.104
TCF12	0.0539	0.69
TCF15	0.109	0.268
TCF19	-1.25	1.88e-05
TCF20	-0.245	0.0976
TCF21	0	1
TCF25	-0.0656	0.633
TCF3	-0.771	2.36e-07
TCF4	-0.0481	0.776
TCF7	-0.103	0.446
TCF7L1	0.148	0.619
TCF7L2	0.177	0.254
TCFL5	-0.229	0.228
TCHH	2.74	0.0142
TCHP	0.267	0.0675
TCIRG1	-0.861	0.0018
TCL1A	-0.0635	0.627
TCL1B	-0.000167	0.937
TCL6	0	1
TCN1	-0.564	0.6
TCN2	-0.0718	0.67
TCOF1	-0.232	0.00326
TCP1	-0.0243	0.81
TCP10L	0.0087	0.45
TCP11	-0.16	0.193
TCP11L1	-1.91	6.83e-07
TCP11L2	1.34	0.000838
TCTA	0.369	0.0894
DNAJB2	4.48e-05	0.983
TCTE3	0	1
TCTEX1D1	0.521	0.0104
TCTEX1D2	0.299	0.336
TCTN1	0.114	0.581
TCTN2	-0.0265	0.441
TCTN3	-0.114	0.394
TDH	0.0191	0.22
TDO2	-4.67	3.74e-11
TDP1	-0.628	5.08e-07
TDP2	-0.323	0.0257
TDRD1	0.106	0.23
TDRD10	0.194	0.0103
TDRD3	0.885	1.51e-06
TDRD5	-0.332	0.097
MYO3A	-0.0774	0.51
TDRD7	-0.461	0.0117
TDRD9	-0.13	0.121
TDRG1	-0.0363	0.303
TDRKH	0.0318	0.535
TDRP	-0.505	0.00899
TEAD1	-0.122	0.371
TEAD2	-0.177	0.019
TEAD3	-0.207	0.175
TEAD4	-0.716	0.0307
TEC	0.0168	0.41
TECPR1	0.222	0.311
TECPR2	-0.113	0.193
TECRL	0.00325	0.604
TECTA	0	1
TECTB	-0.000614	0.781
TEDDM1	0.00815	0.332
TEF	0.223	0.102
TEFM	-0.278	0.0528
TEK	0.215	0.00187
TEKT1	1.54e-05	0.994
TEKT2	-0.0305	0.0395
TEKT3	-0.002	0.511
TEKT4	0.385	0.299
TEKT4P1	0.235	0.478
TEKT5	0	1
TELO2	-0.296	0.00307
TENM1	-0.000793	0.726
TENM2	-2.69	6.9e-07
TENM3	-0.283	0.0074
TENM4	-0.27	0.435
TEP1	-0.692	0.0271
TEPP	-0.00595	0.954
TEPSIN	-0.0425	0.198
TERB1	0	1
TERB2	0	1
TERF1	-0.171	0.1
TERF2	0.0238	0.791
TERF2IP	0.191	0.0348
TERT	-0.0225	0.108
TES	-1.01	5.95e-08
TESC	1.17	0.00496
TESK1	-0.123	0.444
TESK2	0.893	4.76e-06
TESMIN	-0.0225	0.354
TESPA1	0.317	0.051
TET1	-0.11	0.251
TET2	-0.0445	0.353
TET3	-0.103	0.378
TEX10	-0.469	0.0061
TEX101	0.602	0.0203
TEX11	0	1
TEX12	0	1
TEX13A	0	1
TEX13B	0.000949	0.685
TEX14	-0.000537	0.836
TEX15	-0.116	0.226
TEX19	0	1
TEX2	0.099	0.343
TEX26	-0.0187	0.313
TEX261	0.0265	0.811
TEX264	0.132	0.343
TEX29	-0.169	0.0306
TEX30	-0.358	0.0744
TEX33	0	1
TEX35	0.0026	0.557
TEX37	-0.000716	0.765
TEX38	0	1
TEX40	-0.0322	0.255
TEX43	0	1
TEX9	-0.413	0.364
TF	4.48	1.21e-09
TFAM	-0.457	0.0576
TFAP2A	-0.672	0.0099
TFAP2B	0.36	0.00635
TFAP2C	0.0951	0.631
TFAP2D	0	1
TFAP2E	-0.18	0.27
TFAP4	-0.0161	0.874
TFB1M	0.0617	0.717
TFB2M	-0.227	0.111
TFCP2	-0.46	0.00132
TFCP2L1	-0.264	0.274
TFDP1	-0.196	0.199
TFDP2	-1.01	0.000101
TFDP3	-0.000577	0.907
TFE3	-0.115	0.269
TFEB	0.241	0.141
TFEC	-0.822	0.024
TFF1	0.312	0.603
TFF2	0.0346	0.272
TFF3	1.86	0.00408
TFG	-0.504	0.000107
TFIP11	-0.33	0.0237
TFPI	1.34	0.000146
TFPI2	-1.56	0.00917
TFPT	-0.349	0.0385
TFR2	-0.0106	0.431
TFRC	-1.55	3.82e-06
TG	0.0138	0.619
TGDS	0.164	0.234
TGFA	-0.918	0.00132
TGFB1	-1.59	2.38e-06
TGFB1I1	-0.567	0.0125
TGFB2	-0.967	3.37e-05
TGFB3	-1.82	2.1e-06
TGFBI	-1.96	4.56e-12
TGFBR1	-0.842	0.000116
TGFBR2	0.72	0.00174
TGFBR3	4.31	2.11e-11
TGFBRAP1	0.0403	0.205
TGIF1	-1.17	0.000121
TGIF2	-0.637	0.012
TGM1	4.03	2.03e-07
TGM2	-0.623	0.0643
TGM3	7.14	2.05e-11
TGM4	-0.000493	0.824
TGM5	2.41	1.08e-08
TGM6	0.0203	0.103
TGM7	0.108	0.282
TGOLN2	-0.238	0.031
TGS1	-0.499	0.00263
TH	-0.411	0.134
THADA	-0.122	0.341
THAP1	0.279	0.0497
THAP10	-0.308	0.166
THAP11	0.00767	0.945
THAP2	0.35	0.0176
THAP4	0.412	0.00119
THAP6	0.1	0.46
THAP7	-0.00461	0.969
THAP8	-0.109	0.303
THAP9	0.201	0.151
THBD	0.555	0.0513
THBS1	-1.02	0.0221
THBS2	-1.31	3.26e-06
THBS3	0.34	0.211
THBS4	1.42	0.083
THEG	-0.023	0.267
THEM4	-0.304	0.13
THEM5	-0.0019	0.506
THEM6	0.00131	0.992
THEMIS	1.07	0.0297
THEMIS2	-1.06	0.00763
THG1L	-0.0626	0.765
THNSL1	0.276	0.111
THNSL2	0.435	0.194
THOC1	-0.16	0.282
THOC2	-0.0648	0.55
THOC5	-0.818	1.86e-06
THOC6	-0.788	0.00109
THOC7	0.686	1.03e-10
THOP1	-0.338	0.0239
THPO	0	1
THRA	0.102	0.00128
THRAP3	-0.0901	0.383
THRB	1.03	4.29e-09
THRSP	0.703	0.00476
THSD4	1.34	2.29e-11
THSD7A	1.27	9.1e-06
THSD7B	-0.0561	0.635
THTPA	0.691	0.000401
THUMPD1	-0.056	0.617
THUMPD2	-0.0291	0.891
THUMPD3	-0.00388	0.973
THY1	-2.3	2.35e-05
THYN1	0.976	1.63e-07
TIA1	-0.353	0.0168
TIAL1	-0.0261	0.59
TIAM1	1.08	0.000301
TIAM2	-0.364	0.0191
TICAM1	0.449	0.0382
TICAM2	-0.974	1.32e-07
TICRR	-0.206	0.0128
TIE1	0.252	0.419
TIFA	0.991	2.54e-06
TIFAB	0.433	0.111
TIGAR	-0.813	0.0058
TIGD1	-0.413	0.0922
TIGD2	-0.345	0.121
TIGD3	0.00482	0.269
TIGD4	0.000577	0.79
TIGD5	-0.42	0.00058
TIGD6	0.192	0.159
TIGD7	-0.0473	0.833
TIGIT	-0.884	0.0817
TIMD4	0.0386	0.0678
TIMELESS	-1.84	4.42e-11
TIMM10	-0.0536	0.783
TIMM10B	0.263	0.0163
TIMM13	0.00552	0.977
TIMM17A	-0.359	0.000269
TIMM17B	-0.244	0.115
TIMM21	0.385	0.00673
TIMM22	-0.0866	0.615
TIMM44	-0.23	0.0845
TIMM50	-0.69	0.00569
TIMM8A	0.447	0.081
TIMM8B	0.924	4.73e-09
TIMM9	-0.166	0.294
TIMMDC1	-0.326	0.00304
TIMP1	-0.875	0.0188
TIMP2	0.0811	0.746
TIMP3	-0.215	0.515
TIMP4	3.34	1.19e-08
TINAG	-0.0027	0.417
TINAGL1	-1.05	0.00124
TINCR	1.07	0.00374
TINF2	0.0066	0.954
TIPARP	-0.0798	0.738
TIPIN	-1.04	6.3e-05
TIPRL	-0.124	0.365
TIRAP	-0.00733	0.584
TJAP1	-0.285	0.000518
TJP1	0.786	1.75e-05
TJP2	0.465	0.0492
TJP3	0.388	0.0046
TK1	-2.29	3.09e-11
TK2	0.413	0.00217
TKFC	0.0487	0.0604
TKT	0.325	0.129
TKTL1	-0.291	0.311
TKTL2	0	1
TLCD1	-0.393	0.109
TLDC1	-1.29	1.91e-05
TLDC2	0	1
TLE1	-0.155	0.165
TLE2	1.97	1.86e-07
TLE3	-0.0571	0.703
TLE4	-0.0846	0.608
TLE6	0	1
TLK1	-0.51	0.0249
TLK2	-0.31	0.00883
TLL2	0	1
TLN1	-0.283	0.223
TLN2	-0.0265	0.68
TLR1	-0.155	0.696
TLR10	0.0456	0.795
TLR2	-1.62	9.15e-05
TLR3	1.83	5.72e-05
TLR4	0.338	0.314
TLR5	1.88	1.35e-05
TLR6	-0.195	0.0444
TLR7	0.0437	0.845
TLR8	-0.174	0.611
TLR9	0.043	0.0943
TLX1	0.234	0.0231
TLX2	-0.0135	0.381
TLX3	0.0372	0.136
TM2D1	0.0207	0.877
TM2D2	-0.47	0.00118
TM2D3	0.375	0.000272
TM4SF1	0.574	0.0292
TM4SF18	0.529	0.103
TM4SF20	0.0336	0.363
TM4SF4	0	1
TM4SF5	-0.0164	0.169
TM6SF1	0.948	0.00127
TM6SF2	-0.00571	0.226
TM7SF2	2.72	4.78e-08
TM7SF3	1.05	2.36e-06
TM9SF1	-0.604	0.000219
TM9SF2	-0.192	0.148
TM9SF3	-0.133	0.245
TM9SF4	-0.555	0.000126
TMA16	-0.183	0.266
TMBIM1	-0.0805	0.528
TMBIM4	0.627	7.43e-07
TMBIM6	-0.305	0.0178
TMC1	0.0108	0.285
TMC2	-0.000279	0.901
TMC4	1.95	0.000331
TMC5	0.0535	0.869
TMC6	-0.521	0.00521
TMC7	-0.473	0.00144
TMC8	-0.842	0.00317
TMCC1	-0.931	1.07e-06
TMCC2	-0.0255	0.153
TMCC3	-0.25	0.274
TMCO1	-0.198	0.0213
TMCO2	0	1
TMCO3	-0.506	0.0119
TMCO4	0.147	0.0463
TMCO5A	0	1
TMCO6	0.0265	0.845
TMED1	-0.567	4.94e-05
TMED10	-0.255	0.0166
TMED2	-0.407	0.0716
TMED3	0.564	0.00883
TMED4	-0.245	0.228
TMED5	-0.0899	0.303
TMED6	0.00764	0.347
TMED7	-0.193	0.104
TMED8	-0.000416	0.985
TMED9	-0.516	2.9e-06
TMEFF1	-2.12	1.27e-08
TMEFF2	2.74	3.22e-07
TMEM100	4.57	6.02e-14
TMEM101	0.156	0.175
TMEM102	-0.0282	0.42
TMEM104	-0.245	0.00375
TMEM105	0.0124	0.297
TMEM106A	-0.353	0.101
TMEM106B	0.281	0.0854
TMEM106C	-0.66	0.000404
TMEM107	-0.118	0.253
TMEM108	0.0501	0.824
TMEM109	0.248	0.319
TMEM11	-0.166	0.323
TMEM110	-0.261	0.0168
TMEM115	0.303	0.0194
TMEM116	0.763	0.0523
TMEM117	0.0368	0.883
TMEM119	-0.372	0.392
TMEM120A	0.902	0.000211
TMEM121	0.0129	0.277
TMEM123	-0.338	0.106
TMEM125	0.819	0.0121
TMEM126A	0.661	3.7e-05
TMEM126B	0.131	0.347
TMEM127	-0.0453	0.466
TMEM128	0.416	0.00558
TMEM129	0.428	0.00119
TMEM130	0	1
TMEM131	-0.0363	0.51
TMEM132A	-0.816	2.05e-05
TMEM132B	0.035	0.0862
TMEM132C	1.26	6.16e-06
TMEM132D	-0.000471	0.838
TMEM132E	-0.0066	0.234
TMEM133	0.19	0.542
TMEM134	0.536	0.0012
TMEM135	0.455	0.0248
BHMT2	-0.107	0.148
TMEM138	-0.963	7.58e-06
TMEM139	-0.124	0.33
TMEM140	0.477	0.203
TMEM141	-0.0155	0.952
TMEM143	0.429	0.011
